product_id,title,description,text
PROD_000385,H&M Red Mini Dresses,"This red mini dresses from H&M is perfect for office. Made from high-quality silk, it features a tailored and casual design. Available in size XS. Care instructions: Hand wash.","Title: H&M Red Mini Dresses
Description: This red mini dresses from H&M is perfect for office. Made from high-quality silk, it features a tailored and casual design. Available in size XS. Care instructions: Hand wash."
PROD_000386,Uniqlo Olive Chinos in Polyester,"This olive chinos from Uniqlo is perfect for special occasions. Made from high-quality polyester, it features a tailored and comfortable design. Available in size 36. Care instructions: Hand wash. Perfect for winter season.","Title: Uniqlo Olive Chinos in Polyester
Description: This olive chinos from Uniqlo is perfect for special occasions. Made from high-quality polyester, it features a tailored and comfortable design. Available in size 36. Care instructions: Hand wash. Perfect for winter season."
PROD_000387,Arket Teal Jeans,"This teal jeans from Arket is perfect for everyday wear. Made from high-quality modal, it features a slim fit and casual design. Available in size 14. Care instructions: Dry clean only.","Title: Arket Teal Jeans
Description: This teal jeans from Arket is perfect for everyday wear. Made from high-quality modal, it features a slim fit and casual design. Available in size 14. Care instructions: Dry clean only."
PROD_000388,Dior Orange Handbags,"This orange handbags from Dior is perfect for formal events. Made from high-quality wool, it features a slim fit and formal design. Available in size 16. Care instructions: Machine wash.","Title: Dior Orange Handbags
Description: This orange handbags from Dior is perfect for formal events. Made from high-quality wool, it features a slim fit and formal design. Available in size 16. Care instructions: Machine wash."
PROD_000389,Shein Teal Belts in Cotton,"This teal belts from Shein is perfect for casual outings. Made from high-quality cotton, it features a regular fit and comfortable design. Available in size XS. Care instructions: Hand wash.","Title: Shein Teal Belts in Cotton
Description: This teal belts from Shein is perfect for casual outings. Made from high-quality cotton, it features a regular fit and comfortable design. Available in size XS. Care instructions: Hand wash."
PROD_000390,Gap Red Leggings,"This red leggings from Gap is perfect for special occasions. Made from high-quality modal, it features a tailored and casual design. Available in size M. Care instructions: Dry clean only.","Title: Gap Red Leggings
Description: This red leggings from Gap is perfect for special occasions. Made from high-quality modal, it features a tailored and casual design. Available in size M. Care instructions: Dry clean only."
PROD_000391,Burberry White Dress Shirts,"This white dress shirts from Burberry is perfect for office. Made from high-quality denim, it features a oversized and comfortable design. Available in size XS. Care instructions: Machine wash.","Title: Burberry White Dress Shirts
Description: This white dress shirts from Burberry is perfect for office. Made from high-quality denim, it features a oversized and comfortable design. Available in size XS. Care instructions: Machine wash."
PROD_000392,Arket Gray Shorts,"This gray shorts from Arket is perfect for special occasions. Made from high-quality denim, it features a oversized and trendy design. Available in size S. Care instructions: Hand wash. Perfect for winter season.","Title: Arket Gray Shorts
Description: This gray shorts from Arket is perfect for special occasions. Made from high-quality denim, it features a oversized and trendy design. Available in size S. Care instructions: Hand wash. Perfect for winter season."
PROD_000393,Banana Republic Maroon Sunglasses,"This maroon sunglasses from Banana Republic is perfect for everyday wear. Made from high-quality acrylic, it features a slim fit and trendy design. Available in size M. Care instructions: Machine wash.","Title: Banana Republic Maroon Sunglasses
Description: This maroon sunglasses from Banana Republic is perfect for everyday wear. Made from high-quality acrylic, it features a slim fit and trendy design. Available in size M. Care instructions: Machine wash."
PROD_000394,Banana Republic Navy Socks,"This navy socks from Banana Republic is perfect for weekend. Made from high-quality leather, it features a regular fit and stylish design. Available in size L. Care instructions: Dry clean only.","Title: Banana Republic Navy Socks
Description: This navy socks from Banana Republic is perfect for weekend. Made from high-quality leather, it features a regular fit and stylish design. Available in size L. Care instructions: Dry clean only."
PROD_000395,Forever 21 Orange Midi Dresses,"This orange midi dresses from Forever 21 is perfect for formal events. Made from high-quality linen, it features a oversized and formal design. Available in size L. Care instructions: Machine wash.","Title: Forever 21 Orange Midi Dresses
Description: This orange midi dresses from Forever 21 is perfect for formal events. Made from high-quality linen, it features a oversized and formal design. Available in size L. Care instructions: Machine wash."
PROD_000396,Uniqlo Gray Shorts,"This gray shorts from Uniqlo is perfect for special occasions. Made from high-quality modal, it features a slim fit and classic design. Available in size 32. Care instructions: Machine wash. Perfect for summer season.","Title: Uniqlo Gray Shorts
Description: This gray shorts from Uniqlo is perfect for special occasions. Made from high-quality modal, it features a slim fit and classic design. Available in size 32. Care instructions: Machine wash. Perfect for summer season."
PROD_000397,Gucci Black Vests,"This black vests from Gucci is perfect for casual outings. Made from high-quality leather, it features a regular fit and modern design. Available in size 12. Care instructions: Dry clean only.","Title: Gucci Black Vests
Description: This black vests from Gucci is perfect for casual outings. Made from high-quality leather, it features a regular fit and modern design. Available in size 12. Care instructions: Dry clean only."
PROD_000398,J.Crew Coral Sneakers in Modal,"This coral sneakers from J.Crew is perfect for weekend. Made from high-quality modal, it features a oversized and stylish design. Available in size 10. Care instructions: Machine wash. Perfect for summer season.","Title: J.Crew Coral Sneakers in Modal
Description: This coral sneakers from J.Crew is perfect for weekend. Made from high-quality modal, it features a oversized and stylish design. Available in size 10. Care instructions: Machine wash. Perfect for summer season."
PROD_000399,Hollister Maroon Watches,"This maroon watches from Hollister is perfect for casual outings. Made from high-quality bamboo, it features a tailored and classic design. Available in size 30. Care instructions: Hand wash.","Title: Hollister Maroon Watches
Description: This maroon watches from Hollister is perfect for casual outings. Made from high-quality bamboo, it features a tailored and classic design. Available in size 30. Care instructions: Hand wash."
PROD_000400,Missguided Teal Jeans in Denim,"This teal jeans from Missguided is perfect for formal events. Made from high-quality denim, it features a loose fit and formal design. Available in size XS. Care instructions: Machine wash.","Title: Missguided Teal Jeans in Denim
Description: This teal jeans from Missguided is perfect for formal events. Made from high-quality denim, it features a loose fit and formal design. Available in size XS. Care instructions: Machine wash."
PROD_000401,Gap White Sneakers,"This white sneakers from Gap is perfect for office. Made from high-quality spandex, it features a regular fit and elegant design. Available in size XS. Care instructions: Hand wash. Perfect for summer season.","Title: Gap White Sneakers
Description: This white sneakers from Gap is perfect for office. Made from high-quality spandex, it features a regular fit and elegant design. Available in size XS. Care instructions: Hand wash. Perfect for summer season."
PROD_000402,COS Gray Joggers,"This gray joggers from COS is perfect for formal events. Made from high-quality cashmere, it features a regular fit and comfortable design. Available in size L. Care instructions: Dry clean only.","Title: COS Gray Joggers
Description: This gray joggers from COS is perfect for formal events. Made from high-quality cashmere, it features a regular fit and comfortable design. Available in size L. Care instructions: Dry clean only."
PROD_000403,American Eagle Coral Tops,"This coral tops from American Eagle is perfect for weekend. Made from high-quality wool, it features a oversized and comfortable design. Available in size 28. Care instructions: Machine wash.","Title: American Eagle Coral Tops
Description: This coral tops from American Eagle is perfect for weekend. Made from high-quality wool, it features a oversized and comfortable design. Available in size 28. Care instructions: Machine wash."
PROD_000404,Massimo Dutti Yellow Skirts,"This yellow skirts from Massimo Dutti is perfect for formal events. Made from high-quality leather, it features a loose fit and stylish design. Available in size S. Care instructions: Machine wash.","Title: Massimo Dutti Yellow Skirts
Description: This yellow skirts from Massimo Dutti is perfect for formal events. Made from high-quality leather, it features a loose fit and stylish design. Available in size S. Care instructions: Machine wash."
PROD_000405,Arket Cream Dress Shirts in Cotton,"This cream dress shirts from Arket is perfect for weekend. Made from high-quality cotton, it features a tailored and modern design. Available in size S. Care instructions: Machine wash. Perfect for summer season.","Title: Arket Cream Dress Shirts in Cotton
Description: This cream dress shirts from Arket is perfect for weekend. Made from high-quality cotton, it features a tailored and modern design. Available in size S. Care instructions: Machine wash. Perfect for summer season."
PROD_000406,PrettyLittleThing Navy Handbags,"This navy handbags from PrettyLittleThing is perfect for everyday wear. Made from high-quality cashmere, it features a tailored and trendy design. Available in size 36. Care instructions: Hand wash. Perfect for summer season.","Title: PrettyLittleThing Navy Handbags
Description: This navy handbags from PrettyLittleThing is perfect for everyday wear. Made from high-quality cashmere, it features a tailored and trendy design. Available in size 36. Care instructions: Hand wash. Perfect for summer season."
PROD_000407,Gap Beige Boots,"This beige boots from Gap is perfect for special occasions. Made from high-quality wool, it features a regular fit and stylish design. Available in size XS. Care instructions: Dry clean only. Perfect for spring season.","Title: Gap Beige Boots
Description: This beige boots from Gap is perfect for special occasions. Made from high-quality wool, it features a regular fit and stylish design. Available in size XS. Care instructions: Dry clean only. Perfect for spring season."
PROD_000408,Zara Orange Casual Dresses in Nylon,"This orange casual dresses from Zara is perfect for everyday wear. Made from high-quality nylon, it features a oversized and trendy design. Available in size 10. Care instructions: Dry clean only. Perfect for summer season.","Title: Zara Orange Casual Dresses in Nylon
Description: This orange casual dresses from Zara is perfect for everyday wear. Made from high-quality nylon, it features a oversized and trendy design. Available in size 10. Care instructions: Dry clean only. Perfect for summer season."
PROD_000409,Gap Maroon Pants,"This maroon pants from Gap is perfect for office. Made from high-quality spandex, it features a fitted and trendy design. Available in size 10. Care instructions: Dry clean only.","Title: Gap Maroon Pants
Description: This maroon pants from Gap is perfect for office. Made from high-quality spandex, it features a fitted and trendy design. Available in size 10. Care instructions: Dry clean only."
PROD_000410,Shein Yellow Underwear in Suede,"This yellow underwear from Shein is perfect for formal events. Made from high-quality suede, it features a loose fit and modern design. Available in size 34. Care instructions: Machine wash.","Title: Shein Yellow Underwear in Suede
Description: This yellow underwear from Shein is perfect for formal events. Made from high-quality suede, it features a loose fit and modern design. Available in size 34. Care instructions: Machine wash."
PROD_000411,Arket Beige Jeans,"This beige jeans from Arket is perfect for weekend. Made from high-quality leather, it features a loose fit and trendy design. Available in size XXL. Care instructions: Machine wash.","Title: Arket Beige Jeans
Description: This beige jeans from Arket is perfect for weekend. Made from high-quality leather, it features a loose fit and trendy design. Available in size XXL. Care instructions: Machine wash."
PROD_000412,PrettyLittleThing White Boots,"This white boots from PrettyLittleThing is perfect for weekend. Made from high-quality nylon, it features a regular fit and modern design. Available in size 16. Care instructions: Machine wash. Perfect for summer season.","Title: PrettyLittleThing White Boots
Description: This white boots from PrettyLittleThing is perfect for weekend. Made from high-quality nylon, it features a regular fit and modern design. Available in size 16. Care instructions: Machine wash. Perfect for summer season."
PROD_000413,Arket Blue Sandals,"This blue sandals from Arket is perfect for casual outings. Made from high-quality linen, it features a slim fit and modern design. Available in size L. Care instructions: Machine wash. Perfect for summer season.","Title: Arket Blue Sandals
Description: This blue sandals from Arket is perfect for casual outings. Made from high-quality linen, it features a slim fit and modern design. Available in size L. Care instructions: Machine wash. Perfect for summer season."
PROD_000414,Banana Republic Beige Pajamas,"This beige pajamas from Banana Republic is perfect for formal events. Made from high-quality spandex, it features a regular fit and modern design. Available in size 8. Care instructions: Machine wash.","Title: Banana Republic Beige Pajamas
Description: This beige pajamas from Banana Republic is perfect for formal events. Made from high-quality spandex, it features a regular fit and modern design. Available in size 8. Care instructions: Machine wash."
PROD_000415,Zara Olive Pants,"This olive pants from Zara is perfect for everyday wear. Made from high-quality cashmere, it features a oversized and comfortable design. Available in size 36. Care instructions: Dry clean only. Perfect for spring season.","Title: Zara Olive Pants
Description: This olive pants from Zara is perfect for everyday wear. Made from high-quality cashmere, it features a oversized and comfortable design. Available in size 36. Care instructions: Dry clean only. Perfect for spring season."
PROD_000416,COS Gray Flannel Shirts,"This gray flannel shirts from COS is perfect for office. Made from high-quality cotton, it features a fitted and casual design. Available in size 28. Care instructions: Dry clean only. Perfect for spring season.","Title: COS Gray Flannel Shirts
Description: This gray flannel shirts from COS is perfect for office. Made from high-quality cotton, it features a fitted and casual design. Available in size 28. Care instructions: Dry clean only. Perfect for spring season."
PROD_000417,Banana Republic White Jackets,"This white jackets from Banana Republic is perfect for casual outings. Made from high-quality modal, it features a slim fit and comfortable design. Available in size XS. Care instructions: Machine wash. Perfect for summer season.","Title: Banana Republic White Jackets
Description: This white jackets from Banana Republic is perfect for casual outings. Made from high-quality modal, it features a slim fit and comfortable design. Available in size XS. Care instructions: Machine wash. Perfect for summer season."
PROD_000418,Hollister Red Formal Dresses in Denim,"This red formal dresses from Hollister is perfect for everyday wear. Made from high-quality denim, it features a slim fit and elegant design. Available in size M. Care instructions: Hand wash.","Title: Hollister Red Formal Dresses in Denim
Description: This red formal dresses from Hollister is perfect for everyday wear. Made from high-quality denim, it features a slim fit and elegant design. Available in size M. Care instructions: Hand wash."
PROD_000419,Shein Brown Leggings,"This brown leggings from Shein is perfect for special occasions. Made from high-quality cashmere, it features a fitted and trendy design. Available in size 16. Care instructions: Hand wash.","Title: Shein Brown Leggings
Description: This brown leggings from Shein is perfect for special occasions. Made from high-quality cashmere, it features a fitted and trendy design. Available in size 16. Care instructions: Hand wash."
PROD_000420,Burberry Black Casual Shirts in Viscose,"This black casual shirts from Burberry is perfect for office. Made from high-quality viscose, it features a regular fit and elegant design. Available in size 16. Care instructions: Machine wash. Perfect for spring season.","Title: Burberry Black Casual Shirts in Viscose
Description: This black casual shirts from Burberry is perfect for office. Made from high-quality viscose, it features a regular fit and elegant design. Available in size 16. Care instructions: Machine wash. Perfect for spring season."
PROD_000421,Gap Maroon Wallets,"This maroon wallets from Gap is perfect for office. Made from high-quality suede, it features a regular fit and modern design. Available in size M. Care instructions: Dry clean only.","Title: Gap Maroon Wallets
Description: This maroon wallets from Gap is perfect for office. Made from high-quality suede, it features a regular fit and modern design. Available in size M. Care instructions: Dry clean only."
PROD_000422,J.Crew Navy Pajamas in Nylon,"This navy pajamas from J.Crew is perfect for casual outings. Made from high-quality nylon, it features a tailored and modern design. Available in size 14. Care instructions: Hand wash.","Title: J.Crew Navy Pajamas in Nylon
Description: This navy pajamas from J.Crew is perfect for casual outings. Made from high-quality nylon, it features a tailored and modern design. Available in size 14. Care instructions: Hand wash."
PROD_000423,Gap Coral Belts in Cotton,"This coral belts from Gap is perfect for special occasions. Made from high-quality cotton, it features a fitted and casual design. Available in size 12. Care instructions: Machine wash. Perfect for summer season.","Title: Gap Coral Belts in Cotton
Description: This coral belts from Gap is perfect for special occasions. Made from high-quality cotton, it features a fitted and casual design. Available in size 12. Care instructions: Machine wash. Perfect for summer season."
PROD_000424,Arket Brown Underwear,"This brown underwear from Arket is perfect for casual outings. Made from high-quality nylon, it features a tailored and comfortable design. Available in size L. Care instructions: Dry clean only. Perfect for fall season.","Title: Arket Brown Underwear
Description: This brown underwear from Arket is perfect for casual outings. Made from high-quality nylon, it features a tailored and comfortable design. Available in size L. Care instructions: Dry clean only. Perfect for fall season."
PROD_000425,J.Crew Gray T-Shirts,"This gray t-shirts from J.Crew is perfect for special occasions. Made from high-quality modal, it features a slim fit and formal design. Available in size 16. Care instructions: Dry clean only.","Title: J.Crew Gray T-Shirts
Description: This gray t-shirts from J.Crew is perfect for special occasions. Made from high-quality modal, it features a slim fit and formal design. Available in size 16. Care instructions: Dry clean only."
PROD_000426,Boohoo Navy Hoodies in Cotton,"This navy hoodies from Boohoo is perfect for everyday wear. Made from high-quality cotton, it features a oversized and classic design. Available in size 36. Care instructions: Hand wash.","Title: Boohoo Navy Hoodies in Cotton
Description: This navy hoodies from Boohoo is perfect for everyday wear. Made from high-quality cotton, it features a oversized and classic design. Available in size 36. Care instructions: Hand wash."
PROD_000427,H&M Green Tops,"This green tops from H&M is perfect for casual outings. Made from high-quality suede, it features a regular fit and trendy design. Available in size 32. Care instructions: Machine wash.","Title: H&M Green Tops
Description: This green tops from H&M is perfect for casual outings. Made from high-quality suede, it features a regular fit and trendy design. Available in size 32. Care instructions: Machine wash."
PROD_000428,J.Crew Green Casual Shirts,"This green casual shirts from J.Crew is perfect for formal events. Made from high-quality nylon, it features a slim fit and modern design. Available in size 30. Care instructions: Hand wash. Perfect for spring season.","Title: J.Crew Green Casual Shirts
Description: This green casual shirts from J.Crew is perfect for formal events. Made from high-quality nylon, it features a slim fit and modern design. Available in size 30. Care instructions: Hand wash. Perfect for spring season."
PROD_000429,Old Navy Purple T-Shirts in Suede,"This purple t-shirts from Old Navy is perfect for special occasions. Made from high-quality suede, it features a regular fit and trendy design. Available in size 16. Care instructions: Hand wash.","Title: Old Navy Purple T-Shirts in Suede
Description: This purple t-shirts from Old Navy is perfect for special occasions. Made from high-quality suede, it features a regular fit and trendy design. Available in size 16. Care instructions: Hand wash."
PROD_000430,Zara Green Blouses,"This green blouses from Zara is perfect for formal events. Made from high-quality wool, it features a loose fit and elegant design. Available in size 30. Care instructions: Machine wash.","Title: Zara Green Blouses
Description: This green blouses from Zara is perfect for formal events. Made from high-quality wool, it features a loose fit and elegant design. Available in size 30. Care instructions: Machine wash."
PROD_000431,Massimo Dutti Cream Cargo Pants,"This cream cargo pants from Massimo Dutti is perfect for special occasions. Made from high-quality cotton, it features a fitted and classic design. Available in size M. Care instructions: Dry clean only. Perfect for summer season.","Title: Massimo Dutti Cream Cargo Pants
Description: This cream cargo pants from Massimo Dutti is perfect for special occasions. Made from high-quality cotton, it features a fitted and classic design. Available in size M. Care instructions: Dry clean only. Perfect for summer season."
PROD_000432,Massimo Dutti Gray Hoodies,"This gray hoodies from Massimo Dutti is perfect for office. Made from high-quality leather, it features a fitted and formal design. Available in size S. Care instructions: Dry clean only.","Title: Massimo Dutti Gray Hoodies
Description: This gray hoodies from Massimo Dutti is perfect for office. Made from high-quality leather, it features a fitted and formal design. Available in size S. Care instructions: Dry clean only."
PROD_000433,J.Crew Orange Leggings in Denim,"This orange leggings from J.Crew is perfect for special occasions. Made from high-quality denim, it features a loose fit and modern design. Available in size L. Care instructions: Hand wash.","Title: J.Crew Orange Leggings in Denim
Description: This orange leggings from J.Crew is perfect for special occasions. Made from high-quality denim, it features a loose fit and modern design. Available in size L. Care instructions: Hand wash."
PROD_000434,Old Navy Brown Pajamas,"This brown pajamas from Old Navy is perfect for weekend. Made from high-quality linen, it features a fitted and stylish design. Available in size 16. Care instructions: Machine wash.","Title: Old Navy Brown Pajamas
Description: This brown pajamas from Old Navy is perfect for weekend. Made from high-quality linen, it features a fitted and stylish design. Available in size 16. Care instructions: Machine wash."
PROD_000435,Banana Republic Coral Leggings,"This coral leggings from Banana Republic is perfect for office. Made from high-quality wool, it features a loose fit and modern design. Available in size XXL. Care instructions: Hand wash. Perfect for summer season.","Title: Banana Republic Coral Leggings
Description: This coral leggings from Banana Republic is perfect for office. Made from high-quality wool, it features a loose fit and modern design. Available in size XXL. Care instructions: Hand wash. Perfect for summer season."
PROD_000436,Uniqlo Maroon Maxi Dresses in Silk,"This maroon maxi dresses from Uniqlo is perfect for formal events. Made from high-quality silk, it features a fitted and formal design. Available in size 12. Care instructions: Hand wash.","Title: Uniqlo Maroon Maxi Dresses in Silk
Description: This maroon maxi dresses from Uniqlo is perfect for formal events. Made from high-quality silk, it features a fitted and formal design. Available in size 12. Care instructions: Hand wash."
PROD_000437,Hollister Cream Boots,"This cream boots from Hollister is perfect for special occasions. Made from high-quality linen, it features a loose fit and formal design. Available in size 32. Care instructions: Hand wash.","Title: Hollister Cream Boots
Description: This cream boots from Hollister is perfect for special occasions. Made from high-quality linen, it features a loose fit and formal design. Available in size 32. Care instructions: Hand wash."
PROD_000438,Hollister Coral Dress Pants,"This coral dress pants from Hollister is perfect for everyday wear. Made from high-quality cashmere, it features a slim fit and classic design. Available in size 30. Care instructions: Hand wash.","Title: Hollister Coral Dress Pants
Description: This coral dress pants from Hollister is perfect for everyday wear. Made from high-quality cashmere, it features a slim fit and classic design. Available in size 30. Care instructions: Hand wash."
PROD_000439,Gap Mint Socks,"This mint socks from Gap is perfect for special occasions. Made from high-quality acrylic, it features a loose fit and formal design. Available in size 32. Care instructions: Dry clean only.","Title: Gap Mint Socks
Description: This mint socks from Gap is perfect for special occasions. Made from high-quality acrylic, it features a loose fit and formal design. Available in size 32. Care instructions: Dry clean only."
PROD_000440,Uniqlo Brown Jackets in Cashmere,"This brown jackets from Uniqlo is perfect for special occasions. Made from high-quality cashmere, it features a tailored and casual design. Available in size 16. Care instructions: Machine wash.","Title: Uniqlo Brown Jackets in Cashmere
Description: This brown jackets from Uniqlo is perfect for special occasions. Made from high-quality cashmere, it features a tailored and casual design. Available in size 16. Care instructions: Machine wash."
PROD_000441,Zara Brown Sandals,"This brown sandals from Zara is perfect for formal events. Made from high-quality viscose, it features a regular fit and stylish design. Available in size 8. Care instructions: Dry clean only.","Title: Zara Brown Sandals
Description: This brown sandals from Zara is perfect for formal events. Made from high-quality viscose, it features a regular fit and stylish design. Available in size 8. Care instructions: Dry clean only."
PROD_000442,Arket Navy Shorts,"This navy shorts from Arket is perfect for formal events. Made from high-quality modal, it features a oversized and elegant design. Available in size XXL. Care instructions: Machine wash.","Title: Arket Navy Shorts
Description: This navy shorts from Arket is perfect for formal events. Made from high-quality modal, it features a oversized and elegant design. Available in size XXL. Care instructions: Machine wash."
PROD_000443,Shein Burgundy Casual Shirts,"This burgundy casual shirts from Shein is perfect for weekend. Made from high-quality nylon, it features a oversized and stylish design. Available in size XXL. Care instructions: Dry clean only.","Title: Shein Burgundy Casual Shirts
Description: This burgundy casual shirts from Shein is perfect for weekend. Made from high-quality nylon, it features a oversized and stylish design. Available in size XXL. Care instructions: Dry clean only."
PROD_000444,Massimo Dutti Brown Handbags,"This brown handbags from Massimo Dutti is perfect for special occasions. Made from high-quality bamboo, it features a slim fit and formal design. Available in size 10. Care instructions: Dry clean only. Perfect for summer season.","Title: Massimo Dutti Brown Handbags
Description: This brown handbags from Massimo Dutti is perfect for special occasions. Made from high-quality bamboo, it features a slim fit and formal design. Available in size 10. Care instructions: Dry clean only. Perfect for summer season."
PROD_000445,Arket Gray Sneakers,"This gray sneakers from Arket is perfect for casual outings. Made from high-quality spandex, it features a tailored and comfortable design. Available in size L. Care instructions: Dry clean only.","Title: Arket Gray Sneakers
Description: This gray sneakers from Arket is perfect for casual outings. Made from high-quality spandex, it features a tailored and comfortable design. Available in size L. Care instructions: Dry clean only."
PROD_000446,Arket Green Loafers,"This green loafers from Arket is perfect for special occasions. Made from high-quality silk, it features a oversized and casual design. Available in size XXL. Care instructions: Machine wash.","Title: Arket Green Loafers
Description: This green loafers from Arket is perfect for special occasions. Made from high-quality silk, it features a oversized and casual design. Available in size XXL. Care instructions: Machine wash."
PROD_000447,COS Blue Flats,"This blue flats from COS is perfect for special occasions. Made from high-quality leather, it features a oversized and classic design. Available in size XS. Care instructions: Machine wash. Perfect for spring season.","Title: COS Blue Flats
Description: This blue flats from COS is perfect for special occasions. Made from high-quality leather, it features a oversized and classic design. Available in size XS. Care instructions: Machine wash. Perfect for spring season."
PROD_000448,Shein Purple Jewelry,"This purple jewelry from Shein is perfect for special occasions. Made from high-quality bamboo, it features a regular fit and trendy design. Available in size 6. Care instructions: Hand wash.","Title: Shein Purple Jewelry
Description: This purple jewelry from Shein is perfect for special occasions. Made from high-quality bamboo, it features a regular fit and trendy design. Available in size 6. Care instructions: Hand wash."
PROD_000449,Gap Yellow T-Shirts in Cotton,"This yellow t-shirts from Gap is perfect for casual outings. Made from high-quality cotton, it features a slim fit and comfortable design. Available in size XXL. Care instructions: Dry clean only.","Title: Gap Yellow T-Shirts in Cotton
Description: This yellow t-shirts from Gap is perfect for casual outings. Made from high-quality cotton, it features a slim fit and comfortable design. Available in size XXL. Care instructions: Dry clean only."
PROD_000450,H&M Teal Swimwear,"This teal swimwear from H&M is perfect for everyday wear. Made from high-quality cotton, it features a regular fit and formal design. Available in size 32. Care instructions: Dry clean only. Perfect for winter season.","Title: H&M Teal Swimwear
Description: This teal swimwear from H&M is perfect for everyday wear. Made from high-quality cotton, it features a regular fit and formal design. Available in size 32. Care instructions: Dry clean only. Perfect for winter season."
PROD_000451,Banana Republic White Socks,"This white socks from Banana Republic is perfect for casual outings. Made from high-quality cotton, it features a loose fit and casual design. Available in size 12. Care instructions: Machine wash.","Title: Banana Republic White Socks
Description: This white socks from Banana Republic is perfect for casual outings. Made from high-quality cotton, it features a loose fit and casual design. Available in size 12. Care instructions: Machine wash."
PROD_000452,Gap Green Jewelry,"This green jewelry from Gap is perfect for weekend. Made from high-quality silk, it features a oversized and trendy design. Available in size XXL. Care instructions: Dry clean only.","Title: Gap Green Jewelry
Description: This green jewelry from Gap is perfect for weekend. Made from high-quality silk, it features a oversized and trendy design. Available in size XXL. Care instructions: Dry clean only."
PROD_000453,Uniqlo Orange T-Shirts,"This orange t-shirts from Uniqlo is perfect for office. Made from high-quality cotton, it features a loose fit and casual design. Available in size 28. Care instructions: Machine wash. Perfect for spring season.","Title: Uniqlo Orange T-Shirts
Description: This orange t-shirts from Uniqlo is perfect for office. Made from high-quality cotton, it features a loose fit and casual design. Available in size 28. Care instructions: Machine wash. Perfect for spring season."
PROD_000454,Banana Republic Beige Belts,"This beige belts from Banana Republic is perfect for formal events. Made from high-quality suede, it features a fitted and casual design. Available in size 6. Care instructions: Machine wash.","Title: Banana Republic Beige Belts
Description: This beige belts from Banana Republic is perfect for formal events. Made from high-quality suede, it features a fitted and casual design. Available in size 6. Care instructions: Machine wash."
PROD_000455,Uniqlo Gray T-Shirts,"This gray t-shirts from Uniqlo is perfect for formal events. Made from high-quality spandex, it features a tailored and casual design. Available in size XS. Care instructions: Hand wash.","Title: Uniqlo Gray T-Shirts
Description: This gray t-shirts from Uniqlo is perfect for formal events. Made from high-quality spandex, it features a tailored and casual design. Available in size XS. Care instructions: Hand wash."
PROD_000456,Hollister Green Sunglasses,"This green sunglasses from Hollister is perfect for everyday wear. Made from high-quality cashmere, it features a fitted and formal design. Available in size XS. Care instructions: Hand wash.","Title: Hollister Green Sunglasses
Description: This green sunglasses from Hollister is perfect for everyday wear. Made from high-quality cashmere, it features a fitted and formal design. Available in size XS. Care instructions: Hand wash."
PROD_000457,J.Crew Green Sunglasses,"This green sunglasses from J.Crew is perfect for casual outings. Made from high-quality polyester, it features a tailored and formal design. Available in size XS. Care instructions: Dry clean only.","Title: J.Crew Green Sunglasses
Description: This green sunglasses from J.Crew is perfect for casual outings. Made from high-quality polyester, it features a tailored and formal design. Available in size XS. Care instructions: Dry clean only."
PROD_000458,H&M Coral Sneakers,"This coral sneakers from H&M is perfect for casual outings. Made from high-quality acrylic, it features a oversized and comfortable design. Available in size 34. Care instructions: Machine wash.","Title: H&M Coral Sneakers
Description: This coral sneakers from H&M is perfect for casual outings. Made from high-quality acrylic, it features a oversized and comfortable design. Available in size 34. Care instructions: Machine wash."
PROD_000459,Forever 21 Navy Hoodies in Wool,"This navy hoodies from Forever 21 is perfect for office. Made from high-quality wool, it features a tailored and modern design. Available in size 30. Care instructions: Machine wash. Perfect for winter season.","Title: Forever 21 Navy Hoodies in Wool
Description: This navy hoodies from Forever 21 is perfect for office. Made from high-quality wool, it features a tailored and modern design. Available in size 30. Care instructions: Machine wash. Perfect for winter season."
PROD_000460,Gucci Orange Coats in Polyester,"This orange coats from Gucci is perfect for office. Made from high-quality polyester, it features a tailored and stylish design. Available in size 10. Care instructions: Hand wash.","Title: Gucci Orange Coats in Polyester
Description: This orange coats from Gucci is perfect for office. Made from high-quality polyester, it features a tailored and stylish design. Available in size 10. Care instructions: Hand wash."
PROD_000461,American Eagle Cream Shorts in Leather,"This cream shorts from American Eagle is perfect for weekend. Made from high-quality leather, it features a tailored and stylish design. Available in size XXL. Care instructions: Hand wash. Perfect for winter season.","Title: American Eagle Cream Shorts in Leather
Description: This cream shorts from American Eagle is perfect for weekend. Made from high-quality leather, it features a tailored and stylish design. Available in size XXL. Care instructions: Hand wash. Perfect for winter season."
PROD_000462,Forever 21 Black Hoodies in Silk,"This black hoodies from Forever 21 is perfect for formal events. Made from high-quality silk, it features a tailored and classic design. Available in size 34. Care instructions: Machine wash.","Title: Forever 21 Black Hoodies in Silk
Description: This black hoodies from Forever 21 is perfect for formal events. Made from high-quality silk, it features a tailored and classic design. Available in size 34. Care instructions: Machine wash."
PROD_000463,Hollister Yellow Boots,"This yellow boots from Hollister is perfect for formal events. Made from high-quality suede, it features a tailored and trendy design. Available in size L. Care instructions: Dry clean only.","Title: Hollister Yellow Boots
Description: This yellow boots from Hollister is perfect for formal events. Made from high-quality suede, it features a tailored and trendy design. Available in size L. Care instructions: Dry clean only."
